"ï..rev_type","calendar_year","agency","sub_type","sub_type_name","amount"
"Voluntary non-core (earmarked) contributions",2012,"IMO","R03","Voluntary non-core (earmarked) contributions",12885661.56
"Voluntary non-core (earmarked) contributions",2012,"IOM","R03","Voluntary non-core (earmarked) contributions",1089320567
"Voluntary non-core (earmarked) contributions",2012,"ITC","R03","Voluntary non-core (earmarked) contributions",19861000
"Voluntary non-core (earmarked) contributions",2012,"ITU","R03","Voluntary non-core (earmarked) contributions",11024664.88
"Voluntary non-core (earmarked) contributions",2012,"PAHO","R03","Voluntary non-core (earmarked) contributions",778855156
"Voluntary non-core (earmarked) contributions",2012,"UN","R03","Voluntary non-core (earmarked) contributions",1387715057
"Voluntary non-core (earmarked) contributions",2012,"UNAIDS","R03","Voluntary non-core (earmarked) contributions",30454003
"Voluntary non-core (earmarked) contributions",2012,"UNDP","R03","Voluntary non-core (earmarked) contributions",3856822208
"Voluntary non-core (earmarked) contributions",2012,"UNEP","R03","Voluntary non-core (earmarked) contributions",371328095
"Voluntary non-core (earmarked) contributions",2012,"UNESCO","R03","Voluntary non-core (earmarked) contributions",391039291
"Voluntary non-core (earmarked) contributions",2012,"UNFPA","R03","Voluntary non-core (earmarked) contributions",533600000
"Voluntary non-core (earmarked) contributions",2012,"UNHABITAT","R03","Voluntary non-core (earmarked) contributions",135680168
"Voluntary non-core (earmarked) contributions",2012,"UNHCR","R03","Voluntary non-core (earmarked) contributions",1712425313
"Voluntary non-core (earmarked) contributions",2012,"UNICEF","R03","Voluntary non-core (earmarked) contributions",2702678000
"Voluntary non-core (earmarked) contributions",2012,"UNIDO","R03","Voluntary non-core (earmarked) contributions",189555275.5
"Voluntary non-core (earmarked) contributions",2012,"UNITAR","R03","Voluntary non-core (earmarked) contributions",19710700.99
"Voluntary non-core (earmarked) contributions",2012,"UNODC","R03","Voluntary non-core (earmarked) contributions",320964713
"Voluntary non-core (earmarked) contributions",2012,"UNRWA","R03","Voluntary non-core (earmarked) contributions",375847094
"Voluntary non-core (earmarked) contributions",2012,"UNU","R03","Voluntary non-core (earmarked) contributions",51238000
"Voluntary non-core (earmarked) contributions",2012,"UNWOMEN","R03","Voluntary non-core (earmarked) contributions",93676000
"Voluntary non-core (earmarked) contributions",2012,"UNWTO","R03","Voluntary non-core (earmarked) contributions",5380726.17
"Voluntary non-core (earmarked) contributions",2012,"UPU","R03","Voluntary non-core (earmarked) contributions",20927951.62
"Voluntary non-core (earmarked) contributions",2012,"WFP","R03","Voluntary non-core (earmarked) contributions",3551627160
"Voluntary non-core (earmarked) contributions",2012,"WHO","R03","Voluntary non-core (earmarked) contributions",1572821240
"Voluntary non-core (earmarked) contributions",2012,"WIPO","R03","Voluntary non-core (earmarked) contributions",11415871.62
"Voluntary non-core (earmarked) contributions",2012,"WMO","R03","Voluntary non-core (earmarked) contributions",27374686.08
"Voluntary non-core (earmarked) contributions",2012,"WTO","R03","Voluntary non-core (earmarked) contributions",24080912.46
"Voluntary non-core (earmarked) contributions",2013,"DPKO","R03","Voluntary non-core (earmarked) contributions",30274000
"Voluntary non-core (earmarked) contributions",2013,"FAO","R03","Voluntary non-core (earmarked) contributions",743557586.8
"Voluntary non-core (earmarked) contributions",2013,"IAEA","R03","Voluntary non-core (earmarked) contributions",227309637.4
"Voluntary non-core (earmarked) contributions",2013,"ICAO","R03","Voluntary non-core (earmarked) contributions",132035781.2
"Voluntary non-core (earmarked) contributions",2013,"IFAD","R03","Voluntary non-core (earmarked) contributions",101529000
"Voluntary non-core (earmarked) contributions",2013,"ILO","R03","Voluntary non-core (earmarked) contributions",281183787
"Voluntary non-core (earmarked) contributions",2013,"IMO","R03","Voluntary non-core (earmarked) contributions",7690867.42
"Voluntary non-core (earmarked) contributions",2013,"IOM","R03","Voluntary non-core (earmarked) contributions",1066004817
"Voluntary non-core (earmarked) contributions",2013,"ITC","R03","Voluntary non-core (earmarked) contributions",26164000
"Voluntary non-core (earmarked) contributions",2013,"ITU","R03","Voluntary non-core (earmarked) contributions",19498554.36
"Voluntary non-core (earmarked) contributions",2013,"PAHO","R03","Voluntary non-core (earmarked) contributions",953873929
"Voluntary non-core (earmarked) contributions",2013,"UN","R03","Voluntary non-core (earmarked) contributions",1439693424
"Voluntary non-core (earmarked) contributions",2013,"UNAIDS","R03","Voluntary non-core (earmarked) contributions",45786361
"Voluntary non-core (earmarked) contributions",2013,"UNDP","R03","Voluntary non-core (earmarked) contributions",3897009929
"Voluntary non-core (earmarked) contributions",2013,"UNEP","R03","Voluntary non-core (earmarked) contributions",440308986.8
"Voluntary non-core (earmarked) contributions",2013,"UNESCO","R03","Voluntary non-core (earmarked) contributions",369512959
"Voluntary non-core (earmarked) contributions",2013,"UNFPA","R03","Voluntary non-core (earmarked) contributions",504300000
"Voluntary non-core (earmarked) contributions",2013,"UNHABITAT","R03","Voluntary non-core (earmarked) contributions",173124359.7
"Voluntary non-core (earmarked) contributions",2013,"UNHCR","R03","Voluntary non-core (earmarked) contributions",2389066199
"Voluntary non-core (earmarked) contributions",2013,"UNICEF","R03","Voluntary non-core (earmarked) contributions",3588431000
"Voluntary non-core (earmarked) contributions",2013,"UNIDO","R03","Voluntary non-core (earmarked) contributions",157189569
"Voluntary non-core (earmarked) contributions",2013,"UNITAR","R03","Voluntary non-core (earmarked) contributions",19941729.9
"Voluntary non-core (earmarked) contributions",2013,"UNODC","R03","Voluntary non-core (earmarked) contributions",281790803
"Voluntary non-core (earmarked) contributions",2013,"UNOPS","R03","Voluntary non-core (earmarked) contributions",5966000
"Voluntary non-core (earmarked) contributions",2013,"UNRWA","R03","Voluntary non-core (earmarked) contributions",548356794
"Voluntary non-core (earmarked) contributions",2013,"UNU","R03","Voluntary non-core (earmarked) contributions",46037000
"Voluntary non-core (earmarked) contributions",2013,"UNWOMEN","R03","Voluntary non-core (earmarked) contributions",118464741
"Voluntary non-core (earmarked) contributions",2013,"UNWTO","R03","Voluntary non-core (earmarked) contributions",2951106.88
"Voluntary non-core (earmarked) contributions",2013,"UPU","R03","Voluntary non-core (earmarked) contributions",21494209.58
"Voluntary non-core (earmarked) contributions",2013,"WFP","R03","Voluntary non-core (earmarked) contributions",4095142703
"Voluntary non-core (earmarked) contributions",2013,"WHO","R03","Voluntary non-core (earmarked) contributions",1928574832
"Voluntary non-core (earmarked) contributions",2013,"WIPO","R03","Voluntary non-core (earmarked) contributions",10474027.31
"Voluntary non-core (earmarked) contributions",2013,"WMO","R03","Voluntary non-core (earmarked) contributions",33058329.68
"Voluntary non-core (earmarked) contributions",2013,"WTO","R03","Voluntary non-core (earmarked) contributions",23666380.8
"Voluntary non-core (earmarked) contributions",2014,"DPKO","R03","Voluntary non-core (earmarked) contributions",144673000
"Voluntary non-core (earmarked) contributions",2014,"FAO","R03","Voluntary non-core (earmarked) contributions",805308210.7
"Voluntary non-core (earmarked) contributions",2014,"IAEA","R03","Voluntary non-core (earmarked) contributions",205327791.4
"Voluntary non-core (earmarked) contributions",2014,"ICAO","R03","Voluntary non-core (earmarked) contributions",130730140
"Voluntary non-core (earmarked) contributions",2014,"IFAD","R03","Voluntary non-core (earmarked) contributions",29691000
"Voluntary non-core (earmarked) contributions",2014,"ILO","R03","Voluntary non-core (earmarked) contributions",277731337
"Voluntary non-core (earmarked) contributions",2014,"IMO","R03","Voluntary non-core (earmarked) contributions",7380612.13
"Voluntary non-core (earmarked) contributions",2014,"IOM","R03","Voluntary non-core (earmarked) contributions",1296159295
"Voluntary non-core (earmarked) contributions",2014,"ITC","R03","Voluntary non-core (earmarked) contributions",50480793
"Voluntary non-core (earmarked) contributions",2014,"ITU","R03","Voluntary non-core (earmarked) contributions",11894309.82
"Voluntary non-core (earmarked) contributions",2014,"PAHO","R03","Voluntary non-core (earmarked) contributions",876244190
"Voluntary non-core (earmarked) contributions",2014,"UN","R03","Voluntary non-core (earmarked) contributions",2320567967
"Voluntary non-core (earmarked) contributions",2014,"UNAIDS","R03","Voluntary non-core (earmarked) contributions",40431106
"Voluntary non-core (earmarked) contributions",2014,"UNDP","R03","Voluntary non-core (earmarked) contributions",3809455039
"Voluntary non-core (earmarked) contributions",2014,"UNEP","R03","Voluntary non-core (earmarked) contributions",507732408
"Voluntary non-core (earmarked) contributions",2014,"UNESCO","R03","Voluntary non-core (earmarked) contributions",365096234
"Voluntary non-core (earmarked) contributions",2014,"UNFPA","R03","Voluntary non-core (earmarked) contributions",529352644.6
"Voluntary non-core (earmarked) contributions",2014,"UNHABITAT","R03","Voluntary non-core (earmarked) contributions",169589156
"Voluntary non-core (earmarked) contributions",2014,"UNHCR","R03","Voluntary non-core (earmarked) contributions",2445486252
"Voluntary non-core (earmarked) contributions",2014,"UNICEF","R03","Voluntary non-core (earmarked) contributions",3843430717
"Voluntary non-core (earmarked) contributions",2014,"UNIDO","R03","Voluntary non-core (earmarked) contributions",183450078.1
"Voluntary non-core (earmarked) contributions",2014,"UNITAR","R03","Voluntary non-core (earmarked) contributions",19455241.07
"Voluntary non-core (earmarked) contributions",2014,"UNODC","R03","Voluntary non-core (earmarked) contributions",282826179
"Voluntary non-core (earmarked) contributions",2014,"UNOPS","R03","Voluntary non-core (earmarked) contributions",3816000
"Voluntary non-core (earmarked) contributions",2014,"UNRWA","R03","Voluntary non-core (earmarked) contributions",874724457
"Voluntary non-core (earmarked) contributions",2014,"UNU","R03","Voluntary non-core (earmarked) contributions",65684390
"Voluntary non-core (earmarked) contributions",2014,"UNWOMEN","R03","Voluntary non-core (earmarked) contributions",159159736
"Voluntary non-core (earmarked) contributions",2014,"UNWTO","R03","Voluntary non-core (earmarked) contributions",2467494.53
"Voluntary non-core (earmarked) contributions",2014,"UPU","R03","Voluntary non-core (earmarked) contributions",13760699.66
"Voluntary non-core (earmarked) contributions",2014,"WFP","R03","Voluntary non-core (earmarked) contributions",4943204621
"Voluntary non-core (earmarked) contributions",2014,"WHO","R03","Voluntary non-core (earmarked) contributions",1970230789
"Voluntary non-core (earmarked) contributions",2014,"WIPO","R03","Voluntary non-core (earmarked) contributions",9013207.94
"Voluntary non-core (earmarked) contributions",2014,"WMO","R03","Voluntary non-core (earmarked) contributions",11048420.27
"Voluntary non-core (earmarked) contributions",2014,"WTO","R03","Voluntary non-core (earmarked) contributions",21472579.89
"Voluntary non-core (earmarked) contributions",2015,"DPKO","R03","Voluntary non-core (earmarked) contributions",195385000
"Voluntary non-core (earmarked) contributions",2015,"FAO","R03","Voluntary non-core (earmarked) contributions",743648142.6
"Voluntary non-core (earmarked) contributions",2015,"IAEA","R03","Voluntary non-core (earmarked) contributions",235747741.8
"Voluntary non-core (earmarked) contributions",2015,"ICAO","R03","Voluntary non-core (earmarked) contributions",106289972.6
"Voluntary non-core (earmarked) contributions",2015,"IFAD","R03","Voluntary non-core (earmarked) contributions",93422000
"Voluntary non-core (earmarked) contributions",2015,"ILO","R03","Voluntary non-core (earmarked) contributions",225040782
"Voluntary non-core (earmarked) contributions",2015,"IMO","R03","Voluntary non-core (earmarked) contributions",8452364.44
"Voluntary non-core (earmarked) contributions",2015,"IOM","R03","Voluntary non-core (earmarked) contributions",1396868852
"Voluntary non-core (earmarked) contributions",2015,"ITC","R03","Voluntary non-core (earmarked) contributions",25023000
"Voluntary non-core (earmarked) contributions",2015,"ITU","R03","Voluntary non-core (earmarked) contributions",5612357.22
"Voluntary non-core (earmarked) contributions",2015,"PAHO","R03","Voluntary non-core (earmarked) contributions",650999124
"Voluntary non-core (earmarked) contributions",2015,"UN","R03","Voluntary non-core (earmarked) contributions",2093877976
"Voluntary non-core (earmarked) contributions",2015,"UNAIDS","R03","Voluntary non-core (earmarked) contributions",23291335
"Voluntary non-core (earmarked) contributions",2015,"UNDP","R03","Voluntary non-core (earmarked) contributions",3726179691
"Voluntary non-core (earmarked) contributions",2015,"UNEP","R03","Voluntary non-core (earmarked) contributions",432297007.1
"Voluntary non-core (earmarked) contributions",2015,"UNESCO","R03","Voluntary non-core (earmarked) contributions",351554265
"Voluntary non-core (earmarked) contributions",2015,"UNFPA","R03","Voluntary non-core (earmarked) contributions",581259701
"Voluntary non-core (earmarked) contributions",2015,"UNHABITAT","R03","Voluntary non-core (earmarked) contributions",156362701.9
"Voluntary non-core (earmarked) contributions",2015,"UNHCR","R03","Voluntary non-core (earmarked) contributions",2778623534
"Voluntary non-core (earmarked) contributions",2015,"UNICEF","R03","Voluntary non-core (earmarked) contributions",3835891146
"Voluntary non-core (earmarked) contributions",2015,"UNIDO","R03","Voluntary non-core (earmarked) contributions",250304787.3
"Voluntary non-core (earmarked) contributions",2015,"UNITAR","R03","Voluntary non-core (earmarked) contributions",24244069.72
"Voluntary non-core (earmarked) contributions",2015,"UNODC","R03","Voluntary non-core (earmarked) contributions",234387804
"Voluntary non-core (earmarked) contributions",2015,"UNRWA","R03","Voluntary non-core (earmarked) contributions",611448924
"Voluntary non-core (earmarked) contributions",2015,"UNU","R03","Voluntary non-core (earmarked) contributions",60827400
"Voluntary non-core (earmarked) contributions",2015,"UNWOMEN","R03","Voluntary non-core (earmarked) contributions",170925798.7
"Voluntary non-core (earmarked) contributions",2015,"UNWTO","R03","Voluntary non-core (earmarked) contributions",2930322
"Voluntary non-core (earmarked) contributions",2015,"UPU","R03","Voluntary non-core (earmarked) contributions",20901991.93
"Voluntary non-core (earmarked) contributions",2015,"WFP","R03","Voluntary non-core (earmarked) contributions",4468563183
"Voluntary non-core (earmarked) contributions",2015,"WHO","R03","Voluntary non-core (earmarked) contributions",1856625919
"Voluntary non-core (earmarked) contributions",2015,"WIPO","R03","Voluntary non-core (earmarked) contributions",10347717.98
"Voluntary non-core (earmarked) contributions",2015,"WMO","R03","Voluntary non-core (earmarked) contributions",5087404.64
"Voluntary non-core (earmarked) contributions",2015,"WTO","R03","Voluntary non-core (earmarked) contributions",20703371.34
"Voluntary non-core (earmarked) contributions",2016,"DPKO","R03","Voluntary non-core (earmarked) contributions",392407000
"Voluntary non-core (earmarked) contributions",2016,"FAO","R03","Voluntary non-core (earmarked) contributions",770409171
"Voluntary non-core (earmarked) contributions",2016,"IAEA","R03","Voluntary non-core (earmarked) contributions",251901739.5
"Voluntary non-core (earmarked) contributions",2016,"ICAO","R03","Voluntary non-core (earmarked) contributions",100802180.2
"Voluntary non-core (earmarked) contributions",2016,"IFAD","R03","Voluntary non-core (earmarked) contributions",108504000
"Voluntary non-core (earmarked) contributions",2016,"ILO","R03","Voluntary non-core (earmarked) contributions",252406812
"Voluntary non-core (earmarked) contributions",2016,"IMO","R03","Voluntary non-core (earmarked) contributions",5052627.91
"Voluntary non-core (earmarked) contributions",2016,"IOM","R03","Voluntary non-core (earmarked) contributions",1461551770
"Voluntary non-core (earmarked) contributions",2016,"ITC","R03","Voluntary non-core (earmarked) contributions",18003584
"Voluntary non-core (earmarked) contributions",2016,"ITU","R03","Voluntary non-core (earmarked) contributions",4745984.39
"Voluntary non-core (earmarked) contributions",2016,"PAHO","R03","Voluntary non-core (earmarked) contributions",600020013
"Voluntary non-core (earmarked) contributions",2016,"UN","R03","Voluntary non-core (earmarked) contributions",2062958967
"Voluntary non-core (earmarked) contributions",2016,"UNAIDS","R03","Voluntary non-core (earmarked) contributions",44445322
"Voluntary non-core (earmarked) contributions",2016,"UNDP","R03","Voluntary non-core (earmarked) contributions",4121555285
"Voluntary non-core (earmarked) contributions",2016,"UNEP","R03","Voluntary non-core (earmarked) contributions",498973266
"Voluntary non-core (earmarked) contributions",2016,"UNESCO","R03","Voluntary non-core (earmarked) contributions",246327427
"Voluntary non-core (earmarked) contributions",2016,"UNFPA","R03","Voluntary non-core (earmarked) contributions",485819404
"Voluntary non-core (earmarked) contributions",2016,"UNHABITAT","R03","Voluntary non-core (earmarked) contributions",208195457.2
"Voluntary non-core (earmarked) contributions",2016,"UNHCR","R03","Voluntary non-core (earmarked) contributions",3207863109
"Voluntary non-core (earmarked) contributions",2016,"UNICEF","R03","Voluntary non-core (earmarked) contributions",3571337357
"Voluntary non-core (earmarked) contributions",2016,"UNIDO","R03","Voluntary non-core (earmarked) contributions",227904498.8
"Voluntary non-core (earmarked) contributions",2016,"UNITAR","R03","Voluntary non-core (earmarked) contributions",23267212
"Voluntary non-core (earmarked) contributions",2016,"UNODC","R03","Voluntary non-core (earmarked) contributions",297173000
"Voluntary non-core (earmarked) contributions",2016,"UNRWA","R03","Voluntary non-core (earmarked) contributions",600813179
"Voluntary non-core (earmarked) contributions",2016,"UNU","R03","Voluntary non-core (earmarked) contributions",49527398
"Voluntary non-core (earmarked) contributions",2016,"UNWOMEN","R03","Voluntary non-core (earmarked) contributions",179560754
"Voluntary non-core (earmarked) contributions",2016,"UNWTO","R03","Voluntary non-core (earmarked) contributions",5181498.77
"Voluntary non-core (earmarked) contributions",2016,"UPU","R03","Voluntary non-core (earmarked) contributions",19763642.93
"Voluntary non-core (earmarked) contributions",2016,"WFP","R03","Voluntary non-core (earmarked) contributions",5107659913
"Voluntary non-core (earmarked) contributions",2016,"WHO","R03","Voluntary non-core (earmarked) contributions",1726137299
"Voluntary non-core (earmarked) contributions",2016,"WIPO","R03","Voluntary non-core (earmarked) contributions",9545365.85
"Voluntary non-core (earmarked) contributions",2016,"WMO","R03","Voluntary non-core (earmarked) contributions",5381399.96
"Voluntary non-core (earmarked) contributions",2016,"WTO","R03","Voluntary non-core (earmarked) contributions",19303746.34
"Voluntary non-core (earmarked) contributions",2017,"CTBTO","R03","Voluntary non-core (earmarked) contributions",6742469
"Voluntary non-core (earmarked) contributions",2017,"DPKO","R03","Voluntary non-core (earmarked) contributions",342939000
"Voluntary non-core (earmarked) contributions",2017,"FAO","R03","Voluntary non-core (earmarked) contributions",751094912.4
"Voluntary non-core (earmarked) contributions",2017,"IAEA","R03","Voluntary non-core (earmarked) contributions",259541532.7
"Voluntary non-core (earmarked) contributions",2017,"ICAO","R03","Voluntary non-core (earmarked) contributions",114008476.4
"Voluntary non-core (earmarked) contributions",2017,"ICC","R03","Voluntary non-core (earmarked) contributions",1985393.07
"Voluntary non-core (earmarked) contributions",2017,"IFAD","R03","Voluntary non-core (earmarked) contributions",104016000
"Voluntary non-core (earmarked) contributions",2017,"ILO","R03","Voluntary non-core (earmarked) contributions",292995139
"Voluntary non-core (earmarked) contributions",2017,"IMO","R03","Voluntary non-core (earmarked) contributions",7485503.37
"Voluntary non-core (earmarked) contributions",2017,"IOM","R03","Voluntary non-core (earmarked) contributions",1450077826
"Voluntary non-core (earmarked) contributions",2017,"IOM","R03A","UN Inter-agency pooled funds",0
"Voluntary non-core (earmarked) contributions",2017,"ITC","R03","Voluntary non-core (earmarked) contributions",61562342
"Voluntary non-core (earmarked) contributions",2017,"ITU","R03","Voluntary non-core (earmarked) contributions",10193118.61
"Voluntary non-core (earmarked) contributions",2017,"PAHO","R03","Voluntary non-core (earmarked) contributions",614189946
"Voluntary non-core (earmarked) contributions",2017,"UN","R03","Voluntary non-core (earmarked) contributions",2279527317
"Voluntary non-core (earmarked) contributions",2017,"UNAIDS","R03","Voluntary non-core (earmarked) contributions",52112923
"Voluntary non-core (earmarked) contributions",2017,"UNCDF","R03","Voluntary non-core (earmarked) contributions",46743498
"Voluntary non-core (earmarked) contributions",2017,"UNDP","R03","Voluntary non-core (earmarked) contributions",4237462036
"Voluntary non-core (earmarked) contributions",2017,"UNDP","R03A","UN Inter-agency pooled funds",7338858
"Voluntary non-core (earmarked) contributions",2017,"UNEP","R03","Voluntary non-core (earmarked) contributions",443395667
"Voluntary non-core (earmarked) contributions",2017,"UNESCO","R03","Voluntary non-core (earmarked) contributions",261277654
"Voluntary non-core (earmarked) contributions",2017,"UNFCCC","R03","Voluntary non-core (earmarked) contributions",38043022.94
"Voluntary non-core (earmarked) contributions",2017,"UNFPA","R03","Voluntary non-core (earmarked) contributions",717589000
"Voluntary non-core (earmarked) contributions",2017,"UNHABITAT","R03","Voluntary non-core (earmarked) contributions",141879428.8
"Voluntary non-core (earmarked) contributions",2017,"UNHCR","R03","Voluntary non-core (earmarked) contributions",3271077051
"Voluntary non-core (earmarked) contributions",2017,"UNHCR","R03A","UN Inter-agency pooled funds",173687675.7
"Voluntary non-core (earmarked) contributions",2017,"UNICEF","R03","Voluntary non-core (earmarked) contributions",5152898225
"Voluntary non-core (earmarked) contributions",2017,"UNICEF","R03A","UN Inter-agency pooled funds",0
"Voluntary non-core (earmarked) contributions",2017,"UNIDO","R03","Voluntary non-core (earmarked) contributions",255799554.7
"Voluntary non-core (earmarked) contributions",2017,"UNITAR","R03","Voluntary non-core (earmarked) contributions",32114808.21
"Voluntary non-core (earmarked) contributions",2017,"UNODC","R03","Voluntary non-core (earmarked) contributions",342045000
"Voluntary non-core (earmarked) contributions",2017,"UNRWA","R03","Voluntary non-core (earmarked) contributions",559226192
"Voluntary non-core (earmarked) contributions",2017,"UNSSC","R03","Voluntary non-core (earmarked) contributions",6713518.21
"Voluntary non-core (earmarked) contributions",2017,"UNU","R03","Voluntary non-core (earmarked) contributions",48747514
"Voluntary non-core (earmarked) contributions",2017,"UNWOMEN","R03","Voluntary non-core (earmarked) contributions",214240865
"Voluntary non-core (earmarked) contributions",2017,"UNWTO","R03","Voluntary non-core (earmarked) contributions",2696449.22
"Voluntary non-core (earmarked) contributions",2017,"UPU","R03","Voluntary non-core (earmarked) contributions",16570358.9
"Voluntary non-core (earmarked) contributions",2017,"WFP","R03","Voluntary non-core (earmarked) contributions",5588498310
"Voluntary non-core (earmarked) contributions",2017,"WFP","R03A","UN Inter-agency pooled funds",20349650
"Voluntary non-core (earmarked) contributions",2017,"WHO","R03","Voluntary non-core (earmarked) contributions",2058474774
"Voluntary non-core (earmarked) contributions",2017,"WIPO","R03","Voluntary non-core (earmarked) contributions",11415132.92
"Voluntary non-core (earmarked) contributions",2017,"WMO","R03","Voluntary non-core (earmarked) contributions",17016333.33
"Voluntary non-core (earmarked) contributions",2017,"WTO","R03","Voluntary non-core (earmarked) contributions",21364816.68
"Voluntary non-core (earmarked) contributions",2018,"CTBTO","R03E","Project/ programme specific contributions",1885080
"Voluntary non-core (earmarked) contributions",2018,"CTBTO","R03F","In-kind earmarked contributions",1594987
"Voluntary non-core (earmarked) contributions",2018,"DPKO","R03E","Project/ programme specific contributions",24844005.6
"Voluntary non-core (earmarked) contributions",2018,"DPKO","R03F","In-kind earmarked contributions",337695835.2
"Voluntary non-core (earmarked) contributions",2018,"FAO","R03A","UN Inter-agency pooled funds",57472751.86
"Voluntary non-core (earmarked) contributions",2018,"FAO","R03B","Single-agency thematic funds",73453485.44
"Voluntary non-core (earmarked) contributions",2018,"FAO","R03C","Revenue from global vertical funds",85916380.23
"Voluntary non-core (earmarked) contributions",2018,"FAO","R03D","Local resources",57541649.49
"Voluntary non-core (earmarked) contributions",2018,"FAO","R03E","Project/ programme specific contributions",792181719.3
"Voluntary non-core (earmarked) contributions",2018,"IAEA","R03E","Project/ programme specific contributions",224855304.8
"Voluntary non-core (earmarked) contributions",2018,"IAEA","R03F","In-kind earmarked contributions",15035388.13
"Voluntary non-core (earmarked) contributions",2018,"IARC","R03E","Project/ programme specific contributions",18127264.84
"Voluntary non-core (earmarked) contributions",2018,"ICAO","R03A","UN Inter-agency pooled funds",317606.59
"Voluntary non-core (earmarked) contributions",2018,"ICAO","R03B","Single-agency thematic funds",1003157.51
"Voluntary non-core (earmarked) contributions",2018,"ICAO","R03D","Local resources",127785755.3
"Voluntary non-core (earmarked) contributions",2018,"ICAO","R03E","Project/ programme specific contributions",5670769.96
"Voluntary non-core (earmarked) contributions",2018,"ICC","R03E","Project/ programme specific contributions",2326638.13
"Voluntary non-core (earmarked) contributions",2018,"IFAD","R03B","Single-agency thematic funds",1429000
"Voluntary non-core (earmarked) contributions",2018,"IFAD","R03C","Revenue from global vertical funds",59662000
"Voluntary non-core (earmarked) contributions",2018,"IFAD","R03D","Local resources",8103791
"Voluntary non-core (earmarked) contributions",2018,"IFAD","R03E","Project/ programme specific contributions",91893000
"Voluntary non-core (earmarked) contributions",2018,"ILO","R03A","UN Inter-agency pooled funds",6719657.33
"Voluntary non-core (earmarked) contributions",2018,"ILO","R03D","Local resources",20830251.57
"Voluntary non-core (earmarked) contributions",2018,"ILO","R03E","Project/ programme specific contributions",208258716.9
"Voluntary non-core (earmarked) contributions",2018,"ILO","R03F","In-kind earmarked contributions",7386913.87
"Voluntary non-core (earmarked) contributions",2018,"IMO","R03A","UN Inter-agency pooled funds",2176985.28
"Voluntary non-core (earmarked) contributions",2018,"IMO","R03B","Single-agency thematic funds",18356.51
"Voluntary non-core (earmarked) contributions",2018,"IMO","R03E","Project/ programme specific contributions",9841857.74
"Voluntary non-core (earmarked) contributions",2018,"IOM","R03A","UN Inter-agency pooled funds",70731759
"Voluntary non-core (earmarked) contributions",2018,"IOM","R03B","Single-agency thematic funds",72440927
"Voluntary non-core (earmarked) contributions",2018,"IOM","R03C","Revenue from global vertical funds",15495648
"Voluntary non-core (earmarked) contributions",2018,"IOM","R03E","Project/ programme specific contributions",1602588925
"Voluntary non-core (earmarked) contributions",2018,"IOM","R03F","In-kind earmarked contributions",6607590
"Voluntary non-core (earmarked) contributions",2018,"ITC","R03A","UN Inter-agency pooled funds",2170305
"Voluntary non-core (earmarked) contributions",2018,"ITC","R03E","Project/ programme specific contributions",48082532
"Voluntary non-core (earmarked) contributions",2018,"ITC","R03F","In-kind earmarked contributions",2778994
"Voluntary non-core (earmarked) contributions",2018,"ITU","R03A","UN Inter-agency pooled funds",3204602.84
"Voluntary non-core (earmarked) contributions",2018,"ITU","R03E","Project/ programme specific contributions",14795422.49
"Voluntary non-core (earmarked) contributions",2018,"OPCW","R03E","Project/ programme specific contributions",13821542.24
"Voluntary non-core (earmarked) contributions",2018,"PAHO","R03D","Local resources",461438970
"Voluntary non-core (earmarked) contributions",2018,"PAHO","R03E","Project/ programme specific contributions",56840095
"Voluntary non-core (earmarked) contributions",2018,"UN","R03A","UN Inter-agency pooled funds",5161255.63
"Voluntary non-core (earmarked) contributions",2018,"UN","R03B","Single-agency thematic funds",108364956.8
"Voluntary non-core (earmarked) contributions",2018,"UN","R03E","Project/ programme specific contributions",2715515984.32
"Voluntary non-core (earmarked) contributions",2018,"UN","R03F","In-kind earmarked contributions",69133177.3
"Voluntary non-core (earmarked) contributions",2018,"UNAIDS","R03A","UN Inter-agency pooled funds",1378812
"Voluntary non-core (earmarked) contributions",2018,"UNAIDS","R03E","Project/ programme specific contributions",26309623
"Voluntary non-core (earmarked) contributions",2018,"UNAIDS","R03F","In-kind earmarked contributions",2154437
"Voluntary non-core (earmarked) contributions",2018,"UNCDF","R03A","UN Inter-agency pooled funds",6752772.09
"Voluntary non-core (earmarked) contributions",2018,"UNCDF","R03B","Single-agency thematic funds",8295960.25
"Voluntary non-core (earmarked) contributions",2018,"UNCDF","R03D","Local resources",31903077.77
"Voluntary non-core (earmarked) contributions",2018,"UNCDF","R03E","Project/ programme specific contributions",28466852.65
"Voluntary non-core (earmarked) contributions",2018,"UNCDF","R03F","In-kind earmarked contributions",316183.01
"Voluntary non-core (earmarked) contributions",2018,"UNDP","R03A","UN Inter-agency pooled funds",371759890
"Voluntary non-core (earmarked) contributions",2018,"UNDP","R03B","Single-agency thematic funds",66243621
"Voluntary non-core (earmarked) contributions",2018,"UNDP","R03C","Revenue from global vertical funds",902576559
"Voluntary non-core (earmarked) contributions",2018,"UNDP","R03D","Local resources",1080139750
"Voluntary non-core (earmarked) contributions",2018,"UNDP","R03E","Project/ programme specific contributions",2102116639
"Voluntary non-core (earmarked) contributions",2018,"UNDP","R03F","In-kind earmarked contributions",61310
"Voluntary non-core (earmarked) contributions",2018,"UNEP","R03A","UN Inter-agency pooled funds",12194029
"Voluntary non-core (earmarked) contributions",2018,"UNEP","R03C","Revenue from global vertical funds",148986429
