"ï..agency","rev_type","sub_type","calendar_year","amount"
"UNWTO","Revenue from other activities","R04",2012,2559290.27
"UNWTO","Revenue from other activities","R04",2013,3526774.32
"UNWTO","Revenue from other activities","R04",2014,4112282.74
"UNWTO","Revenue from other activities","R04",2015,6147505.23
"UNWTO","Revenue from other activities","R04",2016,4184240.68
"UNWTO","Revenue from other activities","R04",2017,5324177.67
"UNWTO","Revenue from other activities","R04",2018,2634345.32
"UNWTO","Revenue from other activities","R04",2019,1669103.47
"UNWTO","Revenue from other activities","R04A",2020,543364.98
"UNWTO","Revenue from other activities","R04C",2020,387466.34
"UNWTO","Voluntary core (un-earmarked) contributions","R02",2012,696661.83
"UNWTO","Voluntary core (un-earmarked) contributions","R02",2013,811899.4
"UNWTO","Voluntary core (un-earmarked) contributions","R02A",2018,278278.96
"UNWTO","Voluntary core (un-earmarked) contributions","R02A",2019,286805.23
"UNWTO","Voluntary non-core (earmarked) contributions","R03",2010,8313963.52
"UNWTO","Voluntary non-core (earmarked) contributions","R03",2011,5068644.16
"UNWTO","Voluntary non-core (earmarked) contributions","R03",2012,5380726.17
"UNWTO","Voluntary non-core (earmarked) contributions","R03",2013,2951106.88
"UNWTO","Voluntary non-core (earmarked) contributions","R03",2014,2467494.53
"UNWTO","Voluntary non-core (earmarked) contributions","R03",2015,2930322
"UNWTO","Voluntary non-core (earmarked) contributions","R03",2016,5181498.77
"UNWTO","Voluntary non-core (earmarked) contributions","R03",2017,2696449.22
"UNWTO","Voluntary non-core (earmarked) contributions","R03A",2018,729546.22
"UNWTO","Voluntary non-core (earmarked) contributions","R03E",2018,3364934.25
"UNWTO","Voluntary non-core (earmarked) contributions","R03E",2019,1651536.33
"UNWTO","Voluntary non-core (earmarked) contributions","R03E",2020,1348574.6
"UNWTO","Voluntary non-core (earmarked) contributions","R03F",2018,2279199.98
"UNWTO","Voluntary non-core (earmarked) contributions","R03F",2019,3471474.4
"UNWTO","Voluntary non-core (earmarked) contributions","R03F",2020,1846092.9
"UPU","Assessed contributions","R01",2010,37448157.73
"UPU","Assessed contributions","R01",2011,38366698.41
"UPU","Assessed contributions","R01",2012,38463101
"UPU","Assessed contributions","R01",2013,39503816
"UPU","Assessed contributions","R01",2014,36056734.49
"UPU","Assessed contributions","R01",2015,35911241.17
"UPU","Assessed contributions","R01",2016,34821917.07
"UPU","Assessed contributions","R01",2017,36961495.91
"UPU","Assessed contributions","R01",2018,36624460.99
"UPU","Assessed contributions","R01",2019,37052902.56
"UPU","Assessed contributions","R01",2020,42785730.46
"UPU","Revenue from other activities","R04",2010,2575380
"UPU","Revenue from other activities","R04",2011,1950613
"UPU","Revenue from other activities","R04",2012,9126650
"UPU","Revenue from other activities","R04",2013,9373594.31
"UPU","Revenue from other activities","R04",2014,15590008.49
"UPU","Revenue from other activities","R04",2015,13128961.65
"UPU","Revenue from other activities","R04",2016,24188480.98
"UPU","Revenue from other activities","R04",2017,15726451.94
"UPU","Revenue from other activities","R04",2018,19306081.05
"UPU","Revenue from other activities","R04",2019,20761661.54
"UPU","Revenue from other activities","R04C",2020,18883886.75
"UPU","Voluntary non-core (earmarked) contributions","R03",2012,20927951.62
"UPU","Voluntary non-core (earmarked) contributions","R03",2013,21494209.58
"UPU","Voluntary non-core (earmarked) contributions","R03",2014,13760699.66
"UPU","Voluntary non-core (earmarked) contributions","R03",2015,20901991.93
"UPU","Voluntary non-core (earmarked) contributions","R03",2016,19763642.93
"UPU","Voluntary non-core (earmarked) contributions","R03",2017,16570358.9
"UPU","Voluntary non-core (earmarked) contributions","R03E",2018,18308343.47
"UPU","Voluntary non-core (earmarked) contributions","R03E",2019,18684052.31
"UPU","Voluntary non-core (earmarked) contributions","R03E",2020,32042801.81
"WFP","Revenue from other activities","R04",2010,117179529.7
"WFP","Revenue from other activities","R04",2011,21774930.63
"WFP","Revenue from other activities","R04",2012,162164685.6
"WFP","Revenue from other activities","R04",2013,154995558.5
"WFP","Revenue from other activities","R04",2014,69267054.18
"WFP","Revenue from other activities","R04",2015,103162433.9
"WFP","Revenue from other activities","R04",2016,137861865.9
"WFP","Revenue from other activities","R04",2017,430959733
"WFP","Revenue from other activities","R04",2018,74758841.61
"WFP","Revenue from other activities","R04",2019,272142625.6
"WFP","Revenue from other activities","R04A",2020,320630439.2
"WFP","Voluntary core (un-earmarked) contributions","R02",2010,303833622.2
"WFP","Voluntary core (un-earmarked) contributions","R02",2011,494530070.9
"WFP","Voluntary core (un-earmarked) contributions","R02",2012,497615344.3
"WFP","Voluntary core (un-earmarked) contributions","R02",2013,285710312.3
"WFP","Voluntary core (un-earmarked) contributions","R02",2014,437898051.3
"WFP","Voluntary core (un-earmarked) contributions","R02",2015,339147919.1
"WFP","Voluntary core (un-earmarked) contributions","R02",2016,663389999.3
"WFP","Voluntary core (un-earmarked) contributions","R02",2017,391030136
"WFP","Voluntary core (un-earmarked) contributions","R02A",2018,406124597.4
"WFP","Voluntary core (un-earmarked) contributions","R02A",2019,441362888
"WFP","Voluntary core (un-earmarked) contributions","R02A",2020,490646774.7
"WFP","Voluntary core (un-earmarked) contributions","R02B",2018,5384642.05
"WFP","Voluntary core (un-earmarked) contributions","R02B",2019,952156.77
"WFP","Voluntary core (un-earmarked) contributions","R02B",2020,1514548.88
"WFP","Voluntary non-core (earmarked) contributions","R03",2010,3845170125
"WFP","Voluntary non-core (earmarked) contributions","R03",2011,3219761073
"WFP","Voluntary non-core (earmarked) contributions","R03",2012,3551627160
"WFP","Voluntary non-core (earmarked) contributions","R03",2013,4095142703
"WFP","Voluntary non-core (earmarked) contributions","R03",2014,4943204621
"WFP","Voluntary non-core (earmarked) contributions","R03",2015,4468563183
"WFP","Voluntary non-core (earmarked) contributions","R03",2016,5107659913
"WFP","Voluntary non-core (earmarked) contributions","R03",2017,5588498310
"WFP","Voluntary non-core (earmarked) contributions","R03A",2017,20349650
"WFP","Voluntary non-core (earmarked) contributions","R03A",2018,721725366.5
"WFP","Voluntary non-core (earmarked) contributions","R03A",2019,21350068.17
"WFP","Voluntary non-core (earmarked) contributions","R03A",2020,151025277.6
"WFP","Voluntary non-core (earmarked) contributions","R03C",2018,45236234.38
"WFP","Voluntary non-core (earmarked) contributions","R03C",2019,11328853.44
"WFP","Voluntary non-core (earmarked) contributions","R03C",2020,21156459.1
"WFP","Voluntary non-core (earmarked) contributions","R03D",2018,119757882.1
"WFP","Voluntary non-core (earmarked) contributions","R03D",2019,88843076.7
"WFP","Voluntary non-core (earmarked) contributions","R03D",2020,444602664.5
"WFP","Voluntary non-core (earmarked) contributions","R03E",2018,5529933706
"WFP","Voluntary non-core (earmarked) contributions","R03E",2019,6849579024
"WFP","Voluntary non-core (earmarked) contributions","R03E",2020,6201286398
"WFP","Voluntary non-core (earmarked) contributions","R03F",2018,465407105.4
"WFP","Voluntary non-core (earmarked) contributions","R03F",2019,586104314.5
"WFP","Voluntary non-core (earmarked) contributions","R03F",2020,1272880688
"WHO","Assessed contributions","R01",2010,472557200
"WHO","Assessed contributions","R01",2011,472557200
"WHO","Assessed contributions","R01",2012,474609150
"WHO","Assessed contributions","R01",2013,474640515
"WHO","Assessed contributions","R01",2014,492911698
"WHO","Assessed contributions","R01",2015,467499153
"WHO","Assessed contributions","R01",2016,467725019
"WHO","Assessed contributions","R01",2017,456710549
"WHO","Assessed contributions","R01",2018,500750945
"WHO","Assessed contributions","R01",2019,490294103
"WHO","Assessed contributions","R01",2020,465945680
"WHO","Revenue from other activities","R04",2010,284757051
"WHO","Revenue from other activities","R04",2011,548455611
"WHO","Revenue from other activities","R04",2012,116236390
"WHO","Revenue from other activities","R04",2013,78812010
"WHO","Revenue from other activities","R04",2014,34300639
"WHO","Revenue from other activities","R04",2015,39286690
"WHO","Revenue from other activities","R04",2016,56793602
"WHO","Revenue from other activities","R04",2017,179279352
"WHO","Revenue from other activities","R04",2018,47220652
"WHO","Revenue from other activities","R04",2019,44042097
"WHO","Revenue from other activities","R04A",2020,9388431
"WHO","Revenue from other activities","R04B",2020,9217552
"WHO","Revenue from other activities","R04C",2020,30845177
"WHO","Voluntary core (un-earmarked) contributions","R02",2010,123538947
"WHO","Voluntary core (un-earmarked) contributions","R02",2011,125206756
"WHO","Voluntary core (un-earmarked) contributions","R02",2012,130200014
"WHO","Voluntary core (un-earmarked) contributions","R02",2013,132389859
"WHO","Voluntary core (un-earmarked) contributions","R02",2014,131949106
"WHO","Voluntary core (un-earmarked) contributions","R02",2015,111729645
"WHO","Voluntary core (un-earmarked) contributions","R02",2016,113422867
"WHO","Voluntary core (un-earmarked) contributions","R02",2017,80830696
"WHO","Voluntary core (un-earmarked) contributions","R02A",2018,89140929
"WHO","Voluntary core (un-earmarked) contributions","R02A",2019,92333485
"WHO","Voluntary core (un-earmarked) contributions","R02A",2020,53354451
"WHO","Voluntary non-core (earmarked) contributions","R03",2010,1441730375
"WHO","Voluntary non-core (earmarked) contributions","R03",2011,1378300467
"WHO","Voluntary non-core (earmarked) contributions","R03",2012,1572821240
"WHO","Voluntary non-core (earmarked) contributions","R03",2013,1928574832
"WHO","Voluntary non-core (earmarked) contributions","R03",2014,1970230789
"WHO","Voluntary non-core (earmarked) contributions","R03",2015,1856625919
"WHO","Voluntary non-core (earmarked) contributions","R03",2016,1726137299
"WHO","Voluntary non-core (earmarked) contributions","R03",2017,2058474774
"WHO","Voluntary non-core (earmarked) contributions","R03A",2018,204634645
"WHO","Voluntary non-core (earmarked) contributions","R03A",2019,226387296
"WHO","Voluntary non-core (earmarked) contributions","R03A",2020,153853218
"WHO","Voluntary non-core (earmarked) contributions","R03B",2018,210682015
"WHO","Voluntary non-core (earmarked) contributions","R03B",2019,794354397
"WHO","Voluntary non-core (earmarked) contributions","R03B",2020,327569155
"WHO","Voluntary non-core (earmarked) contributions","R03C",2018,173315560
"WHO","Voluntary non-core (earmarked) contributions","R03C",2019,246284179
"WHO","Voluntary non-core (earmarked) contributions","R03C",2020,205345125
"WHO","Voluntary non-core (earmarked) contributions","R03D",2018,42148082
"WHO","Voluntary non-core (earmarked) contributions","R03D",2019,30680580
"WHO","Voluntary non-core (earmarked) contributions","R03D",2020,66217482
"WHO","Voluntary non-core (earmarked) contributions","R03E",2018,1574846763
"WHO","Voluntary non-core (earmarked) contributions","R03E",2019,1105766809
"WHO","Voluntary non-core (earmarked) contributions","R03E",2020,2902123715
"WHO","Voluntary non-core (earmarked) contributions","R03F",2018,58642256
"WHO","Voluntary non-core (earmarked) contributions","R03F",2019,85982324
"WHO","Voluntary non-core (earmarked) contributions","R03F",2020,75474291
"WIPO","Assessed contributions","R01",2010,18296448
"WIPO","Assessed contributions","R01",2011,18412680
"WIPO","Assessed contributions","R01",2012,19263724.05
"WIPO","Assessed contributions","R01",2013,19786720.06
"WIPO","Assessed contributions","R01",2014,18134225.27
"WIPO","Assessed contributions","R01",2015,17962325.93
"WIPO","Assessed contributions","R01",2016,16914146.34
"WIPO","Assessed contributions","R01",2017,18230061.35
"WIPO","Assessed contributions","R01",2018,17589965.55
"WIPO","Assessed contributions","R01",2019,17756814.36
"WIPO","Assessed contributions","R01",2020,19876848.24
"WIPO","Revenue from other activities","R04",2010,282227968
"WIPO","Revenue from other activities","R04",2011,282751040
"WIPO","Revenue from other activities","R04",2012,342114124.6
"WIPO","Revenue from other activities","R04",2013,367923532.7
"WIPO","Revenue from other activities","R04",2014,347907605.4
"WIPO","Revenue from other activities","R04",2015,357101347.9
"WIPO","Revenue from other activities","R04",2016,351414634.1
"WIPO","Revenue from other activities","R04",2017,392178936.6
"WIPO","Revenue from other activities","R04",2018,406887107.5
"WIPO","Revenue from other activities","R04",2019,439853619.3
"WIPO","Revenue from other activities","R04A",2020,503908738.7
"WIPO","Voluntary core (un-earmarked) contributions","R02",2016,382439.02
"WIPO","Voluntary core (un-earmarked) contributions","R02",2017,952965.24
"WIPO","Voluntary non-core (earmarked) contributions","R03",2010,9568832
"WIPO","Voluntary non-core (earmarked) contributions","R03",2011,9100520
"WIPO","Voluntary non-core (earmarked) contributions","R03",2012,11415871.62
"WIPO","Voluntary non-core (earmarked) contributions","R03",2013,10474027.31
"WIPO","Voluntary non-core (earmarked) contributions","R03",2014,9013207.94
"WIPO","Voluntary non-core (earmarked) contributions","R03",2015,10347717.98
"WIPO","Voluntary non-core (earmarked) contributions","R03",2016,9545365.85
"WIPO","Voluntary non-core (earmarked) contributions","R03",2017,11415132.92
"WIPO","Voluntary non-core (earmarked) contributions","R03E",2018,11758040.84
"WIPO","Voluntary non-core (earmarked) contributions","R03E",2019,11141815.85
"WIPO","Voluntary non-core (earmarked) contributions","R03E",2020,6533560.28
"WMO","Assessed contributions","R01",2010,65680557.48
"WMO","Assessed contributions","R01",2011,66084590
"WMO","Assessed contributions","R01",2012,71628942.8
"WMO","Assessed contributions","R01",2013,73592275.14
"WMO","Assessed contributions","R01",2014,66109342.5
"WMO","Assessed contributions","R01",2015,65842583.25
"WMO","Assessed contributions","R01",2016,66613365.85
"WMO","Assessed contributions","R01",2017,69814621.68
"WMO","Assessed contributions","R01",2018,65686863.32
"WMO","Assessed contributions","R01",2019,66514871.79
"WMO","Assessed contributions","R01",2020,76881200.45
"WMO","Revenue from other activities","R04",2010,8678194.56
"WMO","Revenue from other activities","R04",2011,3238092
"WMO","Revenue from other activities","R04",2012,3769982.28
"WMO","Revenue from other activities","R04",2013,3948463.71
"WMO","Revenue from other activities","R04",2014,4349737.39
"WMO","Revenue from other activities","R04",2015,3085771.95
"WMO","Revenue from other activities","R04",2016,4897560.98
"WMO","Revenue from other activities","R04",2017,2013292.43
"WMO","Revenue from other activities","R04",2018,3084093.21
"WMO","Revenue from other activities","R04",2019,2600000
"WMO","Revenue from other activities","R04A",2020,-2621744.05
"WMO","Voluntary core (un-earmarked) contributions","R02",2015,5488330.98
"WMO","Voluntary core (un-earmarked) contributions","R02",2016,3526002.03
"WMO","Voluntary core (un-earmarked) contributions","R02",2017,5040813.91
"WMO","Voluntary core (un-earmarked) contributions","R02B",2018,1894872.34
"WMO","Voluntary core (un-earmarked) contributions","R02B",2019,1917948.72
"WMO","Voluntary core (un-earmarked) contributions","R02B",2020,2118050.96
"WMO","Voluntary non-core (earmarked) contributions","R03",2010,24717747.09
"WMO","Voluntary non-core (earmarked) contributions","R03",2011,41963412.36
"WMO","Voluntary non-core (earmarked) contributions","R03",2012,27374686.08
"WMO","Voluntary non-core (earmarked) contributions","R03",2013,33058329.68
"WMO","Voluntary non-core (earmarked) contributions","R03",2014,11048420.27
"WMO","Voluntary non-core (earmarked) contributions","R03",2015,5087404.64
"WMO","Voluntary non-core (earmarked) contributions","R03",2016,5381399.96
"WMO","Voluntary non-core (earmarked) contributions","R03",2017,17016333.33
"WMO","Voluntary non-core (earmarked) contributions","R03B",2019,3570256.41
"WMO","Voluntary non-core (earmarked) contributions","R03C",2019,192820.51
"WMO","Voluntary non-core (earmarked) contributions","R03C",2020,2161947.91
"WMO","Voluntary non-core (earmarked) contributions","R03D",2018,96291.14
"WMO","Voluntary non-core (earmarked) contributions","R03D",2019,1990769.23
"WMO","Voluntary non-core (earmarked) contributions","R03D",2020,3101925.26
"WMO","Voluntary non-core (earmarked) contributions","R03E",2018,18198622.81
"WMO","Voluntary non-core (earmarked) contributions","R03E",2019,16375384.62
"WMO","Voluntary non-core (earmarked) contributions","R03E",2020,17535673.84
"WTO","Assessed contributions","R01",2010,202102144
"WTO","Assessed contributions","R01",2011,205608260
"WTO","Assessed contributions","R01",2012,214890545.2
"WTO","Assessed contributions","R01",2013,220405039.3
"WTO","Assessed contributions","R01",2014,198826778.7
"WTO","Assessed contributions","R01",2015,198009349.1
"WTO","Assessed contributions","R01",2016,191347844.9
"WTO","Assessed contributions","R01",2017,200499005.1
"WTO","Assessed contributions","R01",2018,198698910.87
"WTO","Assessed contributions","R01",2019,201144435.88
"WTO","Assessed contributions","R01",2020,222111007.92
"WTO","Revenue from other activities","R04",2010,3624466.41
"WTO","Revenue from other activities","R04",2011,2192423.2
"WTO","Revenue from other activities","R04",2012,2429785.11
"WTO","Revenue from other activities","R04",2013,55701717.87
"WTO","Revenue from other activities","R04",2014,24566049.3
"WTO","Revenue from other activities","R04",2015,22834141.27
"WTO","Revenue from other activities","R04",2016,11030112.2
"WTO","Revenue from other activities","R04",2017,1948210.4
"WTO","Revenue from other activities","R04",2018,14882197.57
"WTO","Revenue from other activities","R04",2019,4925834.4
"WTO","Revenue from other activities","R04A",2020,5251657.98
"WTO","Voluntary core (un-earmarked) contributions","R02A",2018,21325597.77
"WTO","Voluntary core (un-earmarked) contributions","R02A",2019,22527572.31
"WTO","Voluntary core (un-earmarked) contributions","R02A",2020,17935038.51
"WTO","Voluntary non-core (earmarked) contributions","R03",2010,30942764.64
"WTO","Voluntary non-core (earmarked) contributions","R03",2011,23483496.09
"WTO","Voluntary non-core (earmarked) contributions","R03",2012,24080912.46
"WTO","Voluntary non-core (earmarked) contributions","R03",2013,23666380.8
"WTO","Voluntary non-core (earmarked) contributions","R03",2014,21472579.89
"WTO","Voluntary non-core (earmarked) contributions","R03",2015,20703371.34
"WTO","Voluntary non-core (earmarked) contributions","R03",2016,19303746.34
"WTO","Voluntary non-core (earmarked) contributions","R03",2017,21364816.68
