"year","agency","rev_type","sub_type","amount"
2020,"DPKO","Revenue from other activities","R04C",46307161.76
2020,"DPKO","Voluntary non-core (earmarked) contributions","R03E",23650854.87
2020,"DPKO","Voluntary non-core (earmarked) contributions","R03F",300626723.4
2020,"FAO","Assessed contributions","R01",484573828.8
2020,"FAO","Revenue from other activities","R04B",1539253.57
2020,"FAO","Revenue from other activities","R04C",8294715.42
2020,"FAO","Voluntary core (un-earmarked) contributions","R02A",463414.9
2020,"FAO","Voluntary core (un-earmarked) contributions","R02B",51963445.96
2020,"FAO","Voluntary non-core (earmarked) contributions","R03A",31691865.34
2020,"FAO","Voluntary non-core (earmarked) contributions","R03C",76142089.57
2020,"FAO","Voluntary non-core (earmarked) contributions","R03D",73141720.16
2020,"FAO","Voluntary non-core (earmarked) contributions","R03E",1063658364
2020,"IAEA","Assessed contributions","R01",463102390.2
2020,"IAEA","Revenue from other activities","R04A",13040490.8
2020,"IAEA","Voluntary non-core (earmarked) contributions","R03E",282632487.1
2020,"IAEA","Voluntary non-core (earmarked) contributions","R03F",12760384.05
2020,"IARC","Assessed contributions","R01",26578737.42
2020,"IARC","Revenue from other activities","R04A",2452558.28
2020,"IARC","Voluntary core (un-earmarked) contributions","R02A",154079.75
2020,"IARC","Voluntary non-core (earmarked) contributions","R03E",18506033.13
2020,"ICAO","Assessed contributions","R01",79737077.46
2020,"ICAO","Revenue from other activities","R04A",8387388.11
2020,"ICAO","Revenue from other activities","R04B",94982.79
2020,"ICAO","Revenue from other activities","R04C",13666860.72
2020,"ICAO","Voluntary non-core (earmarked) contributions","R03D",58641096.24
2020,"ICAO","Voluntary non-core (earmarked) contributions","R03E",9345832.55
2020,"ICC","Assessed contributions","R01",176293128.8
2020,"ICC","Revenue from other activities","R04A",1137177.91
2020,"ICC","Voluntary non-core (earmarked) contributions","R03E",1737758.28
2020,"IFAD","Revenue from other activities","R04A",79029000
2020,"IFAD","Voluntary core (un-earmarked) contributions","R02A",279619430.5
2020,"IFAD","Voluntary non-core (earmarked) contributions","R03B",1145922.55
2020,"IFAD","Voluntary non-core (earmarked) contributions","R03C",49931000
2020,"IFAD","Voluntary non-core (earmarked) contributions","R03D",8065000
2020,"IFAD","Voluntary non-core (earmarked) contributions","R03E",128303272.5
2020,"ILO","Assessed contributions","R01",399158352.5
2020,"ILO","Revenue from other activities","R04A",48255909.73
2020,"ILO","Voluntary non-core (earmarked) contributions","R03A",12172185.1
2020,"ILO","Voluntary non-core (earmarked) contributions","R03B",18452106.76
2020,"ILO","Voluntary non-core (earmarked) contributions","R03D",14423978.55
2020,"ILO","Voluntary non-core (earmarked) contributions","R03E",254299581.8
2020,"IMO","Assessed contributions","R01",45122972.97
2020,"IMO","Revenue from other activities","R04A",497051.35
2020,"IMO","Revenue from other activities","R04C",13781281.08
2020,"IMO","Voluntary non-core (earmarked) contributions","R03E",16527429.65
2020,"IOM","Assessed contributions","R01",53582168
2020,"IOM","Revenue from other activities","R04A",12213847
2020,"IOM","Revenue from other activities","R04B",3554582.45
2020,"IOM","Revenue from other activities","R04C",65246182.55
2020,"IOM","Voluntary core (un-earmarked) contributions","R02A",31288649
2020,"IOM","Voluntary non-core (earmarked) contributions","R03A",103137998.1
2020,"IOM","Voluntary non-core (earmarked) contributions","R03C",10413113.69
2020,"IOM","Voluntary non-core (earmarked) contributions","R03D",43875965.57
2020,"IOM","Voluntary non-core (earmarked) contributions","R03E",1853410941
2020,"IOM","Voluntary non-core (earmarked) contributions","R03F",5965810
2020,"ITC","Assessed contributions","R01",37144000
2020,"ITC","Revenue from other activities","R04A",2261000
2020,"ITC","Revenue from other activities","R04C",465000
2020,"ITC","Voluntary core (un-earmarked) contributions","R02A",8686854
2020,"ITC","Voluntary non-core (earmarked) contributions","R03A",1990637
2020,"ITC","Voluntary non-core (earmarked) contributions","R03E",66858485
2020,"ITC","Voluntary non-core (earmarked) contributions","R03F",3110812
2020,"ITLOS","Assessed contributions","R01",12625002.45
2020,"ITLOS","Voluntary non-core (earmarked) contributions","R03E",502860.12
2020,"ITU","Assessed contributions","R01",142401736.1
2020,"ITU","Revenue from other activities","R04A",1312893.55
2020,"ITU","Revenue from other activities","R04C",36975199.32
2020,"ITU","Voluntary non-core (earmarked) contributions","R03E",12258339.75
2020,"OPCW","Assessed contributions","R01",73169272.39
2020,"OPCW","Revenue from other activities","R04A",2253749.69
2020,"OPCW","Revenue from other activities","R04C",2169441.72
2020,"OPCW","Voluntary non-core (earmarked) contributions","R03E",19413099.39
2020,"PAHO","Assessed contributions","R01",105275000
2020,"PAHO","Revenue from other activities","R04A",-10165000
2020,"PAHO","Revenue from other activities","R04C",953976000
2020,"PAHO","Voluntary non-core (earmarked) contributions","R03C",3733000
2020,"PAHO","Voluntary non-core (earmarked) contributions","R03D",57672000
2020,"PAHO","Voluntary non-core (earmarked) contributions","R03E",75408000
2020,"UN","Assessed contributions","R01",2953043728.92
2020,"UN","Revenue from other activities","R04A",834500524.3
2020,"UN","Voluntary non-core (earmarked) contributions","R03A",703326738.08
2020,"UN","Voluntary non-core (earmarked) contributions","R03B",58639615.21
2020,"UN","Voluntary non-core (earmarked) contributions","R03E",1892582491.57
2020,"UN","Voluntary non-core (earmarked) contributions","R03F",71965336.64
2020,"UNAIDS","Revenue from other activities","R04A",1365668
2020,"UNAIDS","Voluntary core (un-earmarked) contributions","R02A",192340305
2020,"UNAIDS","Voluntary non-core (earmarked) contributions","R03E",73932932
2020,"UNAIDS","Voluntary non-core (earmarked) contributions","R03F",1829208
2020,"UNCDF","Revenue from other activities","R04A",3243209.18
2020,"UNCDF","Voluntary core (un-earmarked) contributions","R02A",7621243.04
2020,"UNCDF","Voluntary non-core (earmarked) contributions","R03A",15579779.31
2020,"UNCDF","Voluntary non-core (earmarked) contributions","R03B",1713802.84
2020,"UNCDF","Voluntary non-core (earmarked) contributions","R03D",12509120.95
2020,"UNCDF","Voluntary non-core (earmarked) contributions","R03E",34581155.74
2020,"UNCDF","Voluntary non-core (earmarked) contributions","R03F",466582.09
2020,"UNDP","Revenue from other activities","R04A",161775322.5
2020,"UNDP","Revenue from other activities","R04B",-32329058.41
2020,"UNDP","Revenue from other activities","R04C",207807708.4
2020,"UNDP","Voluntary core (un-earmarked) contributions","R02A",535750857.4
2020,"UNDP","Voluntary core (un-earmarked) contributions","R02B",15394163.13
2020,"UNDP","Voluntary non-core (earmarked) contributions","R03A",491938696.8
2020,"UNDP","Voluntary non-core (earmarked) contributions","R03B",376110513.2
2020,"UNDP","Voluntary non-core (earmarked) contributions","R03C",1641852817
2020,"UNDP","Voluntary non-core (earmarked) contributions","R03D",1155320453
2020,"UNDP","Voluntary non-core (earmarked) contributions","R03E",2020640662
2020,"UNDP","Voluntary non-core (earmarked) contributions","R03F",96144.93
2020,"UNEP","Assessed contributions","R01",241624848.34
2020,"UNEP","Revenue from other activities","R04A",34220044.63
2020,"UNEP","Revenue from other activities","R04B",138487.07
2020,"UNEP","Voluntary core (un-earmarked) contributions","R02A",81810335.77
2020,"UNEP","Voluntary non-core (earmarked) contributions","R03A",10429241.14
2020,"UNEP","Voluntary non-core (earmarked) contributions","R03C",282193252.99
2020,"UNEP","Voluntary non-core (earmarked) contributions","R03E",145413038.96
2020,"UNESCO","Assessed contributions","R01",262220298
2020,"UNESCO","Revenue from other activities","R04A",47310342
2020,"UNESCO","Voluntary non-core (earmarked) contributions","R03A",14051835
2020,"UNESCO","Voluntary non-core (earmarked) contributions","R03C",39336262
2020,"UNESCO","Voluntary non-core (earmarked) contributions","R03D",37622565
2020,"UNESCO","Voluntary non-core (earmarked) contributions","R03E",242072495
2020,"UNESCO","Voluntary non-core (earmarked) contributions","R03F",12693902
2020,"UNFCCC","Assessed contributions","R01",33714452
2020,"UNFCCC","Revenue from other activities","R04A",6282554
2020,"UNFCCC","Revenue from other activities","R04B",95771
2020,"UNFCCC","Revenue from other activities","R04C",14571851
2020,"UNFCCC","Voluntary core (un-earmarked) contributions","R02A",855957
2020,"UNFCCC","Voluntary non-core (earmarked) contributions","R03E",17195213
2020,"UNFPA","Revenue from other activities","R04A",113429000
2020,"UNFPA","Voluntary core (un-earmarked) contributions","R02A",416830980.1
2020,"UNFPA","Voluntary non-core (earmarked) contributions","R03A",231174823.3
2020,"UNFPA","Voluntary non-core (earmarked) contributions","R03B",187732992.1
2020,"UNFPA","Voluntary non-core (earmarked) contributions","R03D",34402272.39
2020,"UNFPA","Voluntary non-core (earmarked) contributions","R03E",397445630
2020,"UNFPA","Voluntary non-core (earmarked) contributions","R03F",577075.17
2020,"UNHABITAT","Assessed contributions","R01",15540469.83
2020,"UNHABITAT","Revenue from other activities","R04A",16508807.29
2020,"UNHABITAT","Revenue from other activities","R04B",104539.62
2020,"UNHABITAT","Revenue from other activities","R04C",13109141.01
2020,"UNHABITAT","Voluntary core (un-earmarked) contributions","R02A",4860766.94
2020,"UNHABITAT","Voluntary core (un-earmarked) contributions","R02B",409965
2020,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03A",6707956.32
2020,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03B",12078538.03
2020,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03E",138858739.99
2020,"UNHCR","Assessed contributions","R01",40092883.35
2020,"UNHCR","Revenue from other activities","R04A",9956699.22
2020,"UNHCR","Revenue from other activities","R04B",1353719.22
2020,"UNHCR","Revenue from other activities","R04C",12472279.96
2020,"UNHCR","Voluntary core (un-earmarked) contributions","R02A",532138455.4
2020,"UNHCR","Voluntary non-core (earmarked) contributions","R03A",136719315.3
2020,"UNHCR","Voluntary non-core (earmarked) contributions","R03E",4063930101
2020,"UNHCR","Voluntary non-core (earmarked) contributions","R03F",94985074.69
2020,"UNICEF","Assessed contributions","R01",0
2020,"UNICEF","Revenue from other activities","R04A",107437165.8
2020,"UNICEF","Revenue from other activities","R04B",27684709.68
2020,"UNICEF","Revenue from other activities","R04C",110924924.3
2020,"UNICEF","Voluntary core (un-earmarked) contributions","R02A",1160240612
2020,"UNICEF","Voluntary core (un-earmarked) contributions","R02B",21141581
2020,"UNICEF","Voluntary non-core (earmarked) contributions","R03A",447506823.5
2020,"UNICEF","Voluntary non-core (earmarked) contributions","R03B",441143263.1
2020,"UNICEF","Voluntary non-core (earmarked) contributions","R03C",677718251.8
2020,"UNICEF","Voluntary non-core (earmarked) contributions","R03D",328698967.7
2020,"UNICEF","Voluntary non-core (earmarked) contributions","R03E",4139833423
2020,"UNICEF","Voluntary non-core (earmarked) contributions","R03F",86020972.4
2020,"UNIDO","Assessed contributions","R01",85229781.6
2020,"UNIDO","Revenue from other activities","R04A",708912.74
2020,"UNIDO","Revenue from other activities","R04B",25322201.58
2020,"UNIDO","Revenue from other activities","R04C",3872295.64
2020,"UNIDO","Voluntary non-core (earmarked) contributions","R03A",5382563.2
2020,"UNIDO","Voluntary non-core (earmarked) contributions","R03B",122514.05
2020,"UNIDO","Voluntary non-core (earmarked) contributions","R03C",40732183.37
2020,"UNIDO","Voluntary non-core (earmarked) contributions","R03E",105472021.6
2020,"UNITAID","Voluntary core (un-earmarked) contributions","R02A",160333000
2020,"UNITAID","Voluntary core (un-earmarked) contributions","R02B",640000
2020,"UNITAID","Voluntary non-core (earmarked) contributions","R03C",64405000
2020,"UNITAR","Revenue from other activities","R04A",431140.93
2020,"UNITAR","Voluntary core (un-earmarked) contributions","R02A",327846
2020,"UNITAR","Voluntary core (un-earmarked) contributions","R02B",97097.34
2020,"UNITAR","Voluntary non-core (earmarked) contributions","R03A",1317705
2020,"UNITAR","Voluntary non-core (earmarked) contributions","R03E",30381397.23
2020,"UNITAR","Voluntary non-core (earmarked) contributions","R03F",1520396.5
2020,"UNODC","Assessed contributions","R01",33826790
2020,"UNODC","Revenue from other activities","R04A",13828621
2020,"UNODC","Revenue from other activities","R04C",8931401
2020,"UNODC","Voluntary core (un-earmarked) contributions","R02A",4837082
2020,"UNODC","Voluntary non-core (earmarked) contributions","R03A",10512807
2020,"UNODC","Voluntary non-core (earmarked) contributions","R03B",11346625
2020,"UNODC","Voluntary non-core (earmarked) contributions","R03D",6096908
2020,"UNODC","Voluntary non-core (earmarked) contributions","R03E",300616095
2020,"UNODC","Voluntary non-core (earmarked) contributions","R03F",1429866
2020,"UNOPS","Revenue from other activities","R04A",11031455
2020,"UNOPS","Revenue from other activities","R04B",332422997
2020,"UNOPS","Revenue from other activities","R04C",836770124
2020,"UNRWA","Assessed contributions","R01",30550904.46
2020,"UNRWA","Revenue from other activities","R04A",24807312.85
2020,"UNRWA","Voluntary core (un-earmarked) contributions","R02A",528609707.8
2020,"UNRWA","Voluntary non-core (earmarked) contributions","R03A",46402939.62
2020,"UNRWA","Voluntary non-core (earmarked) contributions","R03E",324170994
2020,"UNRWA","Voluntary non-core (earmarked) contributions","R03F",27974269.78
2020,"UNSSC","Revenue from other activities","R04A",582916
2020,"UNSSC","Voluntary core (un-earmarked) contributions","R02A",4938772
2020,"UNSSC","Voluntary non-core (earmarked) contributions","R03E",8111550
2020,"UNU","Revenue from other activities","R04A",53470580
2020,"UNU","Revenue from other activities","R04B",1242389
2020,"UNU","Revenue from other activities","R04C",1520246
2020,"UNU","Voluntary core (un-earmarked) contributions","R02A",22409434
2020,"UNU","Voluntary core (un-earmarked) contributions","R02B",21722900
2020,"UNU","Voluntary non-core (earmarked) contributions","R03E",17730586
2020,"UNV","Revenue from other activities","R04A",1006504.05
2020,"UNV","Revenue from other activities","R04B",3586367.96
2020,"UNV","Revenue from other activities","R04C",3719120.72
2020,"UNV","Voluntary core (un-earmarked) contributions","R02A",0
2020,"UNV","Voluntary core (un-earmarked) contributions","R02B",0
2020,"UNV","Voluntary non-core (earmarked) contributions","R03A",0
2020,"UNV","Voluntary non-core (earmarked) contributions","R03B",0
2020,"UNV","Voluntary non-core (earmarked) contributions","R03C",0
2020,"UNV","Voluntary non-core (earmarked) contributions","R03D",714512.98
2020,"UNV","Voluntary non-core (earmarked) contributions","R03E",34662993.09
2020,"UNV","Voluntary non-core (earmarked) contributions","R03F",0
2020,"UNWOMEN","Assessed contributions","R01",9692128
2020,"UNWOMEN","Revenue from other activities","R04A",12920595
2020,"UNWOMEN","Revenue from other activities","R04B",2233649
2020,"UNWOMEN","Revenue from other activities","R04C",106404
2020,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02A",164080895
2020,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02B",1674571
2020,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03A",67662219
2020,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03B",17683593
2020,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03D",3860041
2020,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03E",283946803
2020,"UNWTO","Assessed contributions","R01",17910234.37
2020,"UNWTO","Revenue from other activities","R04A",543364.98
2020,"UNWTO","Revenue from other activities","R04C",387466.34
2020,"UNWTO","Voluntary non-core (earmarked) contributions","R03E",1348574.6
2020,"UNWTO","Voluntary non-core (earmarked) contributions","R03F",1846092.9
2020,"UPU","Assessed contributions","R01",42785730.46
2020,"UPU","Revenue from other activities","R04C",18883886.75
2020,"UPU","Voluntary non-core (earmarked) contributions","R03E",32042801.81
2020,"WFP","Revenue from other activities","R04A",320630439.2
2020,"WFP","Voluntary core (un-earmarked) contributions","R02A",490646774.7
2020,"WFP","Voluntary core (un-earmarked) contributions","R02B",1514548.88
2020,"WFP","Voluntary non-core (earmarked) contributions","R03A",151025277.6
2020,"WFP","Voluntary non-core (earmarked) contributions","R03C",21156459.1
2020,"WFP","Voluntary non-core (earmarked) contributions","R03D",444602664.5
2020,"WFP","Voluntary non-core (earmarked) contributions","R03E",6201286398
2020,"WFP","Voluntary non-core (earmarked) contributions","R03F",1272880688
2020,"WHO","Assessed contributions","R01",465945680
2020,"WHO","Revenue from other activities","R04A",9388431
2020,"WHO","Revenue from other activities","R04B",9217552
2020,"WHO","Revenue from other activities","R04C",30845177
2020,"WHO","Voluntary core (un-earmarked) contributions","R02A",53354451
2020,"WHO","Voluntary non-core (earmarked) contributions","R03A",153853218
2020,"WHO","Voluntary non-core (earmarked) contributions","R03B",327569155
2020,"WHO","Voluntary non-core (earmarked) contributions","R03C",205345125
2020,"WHO","Voluntary non-core (earmarked) contributions","R03D",66217482
2020,"WHO","Voluntary non-core (earmarked) contributions","R03E",2902123715
2020,"WHO","Voluntary non-core (earmarked) contributions","R03F",75474291
2020,"WIPO","Assessed contributions","R01",19876848.24
2020,"WIPO","Revenue from other activities","R04A",503908738.7
2020,"WIPO","Voluntary non-core (earmarked) contributions","R03E",6533560.28
2020,"WMO","Assessed contributions","R01",76881200.45
2020,"WMO","Revenue from other activities","R04A",-2621744.05
2020,"WMO","Voluntary core (un-earmarked) contributions","R02B",2118050.96
2020,"WMO","Voluntary non-core (earmarked) contributions","R03C",2161947.91
2020,"WMO","Voluntary non-core (earmarked) contributions","R03D",3101925.26
2020,"WMO","Voluntary non-core (earmarked) contributions","R03E",17535673.84
2020,"WTO","Assessed contributions","R01",222111007.92
2020,"WTO","Revenue from other activities","R04A",5251657.98
2020,"WTO","Voluntary core (un-earmarked) contributions","R02A",17935038.51
